titulo,content,link,rss,horario,web,url_web,lugar,nivel,local,telefono,mail,tipo,texto_embedding,document_type,search_category
Rebelde Bakery &#038; Coffee,"¿Qué es Rebelde Bakery &#038; Coffee?..Inspirado en la pasión por la autenticidad y el deseo de desafiar lo convencional, REBELDE no es solo un lugar para satisfacer los antojos de café, panes recién horneados y sabores originales, sino también un punto de encuentro para la comunidad que valora la creatividad, la cocina honesta y el buen ambiente..Te podría interesar..#ffffff.0Cafetería.",https://mut.cl/restaurante/rebelde/,https://www.instagram.com/rebelde.bakery?igsh=MWE0MmxlNWFsajJrOA%3D%3D&utm_source=qr,L-D: 10:00 - 20:00,,,Nivel 3,,,,,Restaurante,"COCINA: Restaurante | RESTAURANTE: Rebelde Bakery &#038; Coffee | ¿Qué es Rebelde Bakery &#038; Coffee?..Inspirado en la pasión por la autenticidad y el deseo de desafiar lo convencional, REBELDE no es solo un lugar para satisfacer los antojos de café, panes recién horneados y sabores originales, sino también un punto de encuentro para la comunidad que valora la creatividad, la cocina honesta y el buen ambiente..Te podría interesar..#ffffff.0Cafetería. | UBICACION: Nivel 3 | HORARIO: L-D: 10:00 - 20:00",restaurante,gastronomia
Feröz,"¿Qué es Feröz?..Chocolatería inspirada en sus orígenes suizos, fundada por dos hermanos que buscan generar la mejor experiencia para los fanáticos del chocolate..Te podría interesar.Descubre nuevos sabores y una variada oferta gastronómica en MUT..0Chocolates.",https://mut.cl/restaurante/feroz/,https://www.instagram.com/ferozchocolates/; https://www.facebook.com/ferozchocolates/,L-D: 10:00 - 20:00,,,Nivel -3,-3,,,,Restaurante,"COCINA: Restaurante | RESTAURANTE: Feröz | ¿Qué es Feröz?..Chocolatería inspirada en sus orígenes suizos, fundada por dos hermanos que buscan generar la mejor experiencia para los fanáticos del chocolate..Te podría interesar.Descubre nuevos sabores y una variada oferta gastronómica en MUT..0Chocolates. | UBICACION: Nivel -3 - Nivel -3 | HORARIO: L-D: 10:00 - 20:00",restaurante,gastronomia
Tip Top Galletas,"¿Qué es Tip Top?..Tip-Top es la galleta de Chile. Durante 40 años ha endulzado los hogares de chilenas y chilenos, con su exquisito sabor e inconfundible aroma de galletas recién horneadas.Ofrece una amplia variedad de galletas, que se dividen en tres categorías: clásicas, rellenas y bañadas, las cuales aún conservan la tradición de sus recetas y técnicas de horneo..Te podría interesar.Descubre nuevos sabores y una variada oferta gastronómica en MUT..0Galletería.",https://mut.cl/restaurante/tip-top-galletas/,https://www.instagram.com/galletastiptop/; https://www.facebook.com/Galletastiptop,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,,,Nivel -3,-3,,,,Restaurante,"COCINA: Restaurante | RESTAURANTE: Tip Top Galletas | ¿Qué es Tip Top?..Tip-Top es la galleta de Chile. Durante 40 años ha endulzado los hogares de chilenas y chilenos, con su exquisito sabor e inconfundible aroma de galletas recién horneadas.Ofrece una amplia variedad de galletas, que se dividen en tres categorías: clásicas, rellenas y bañadas, las cuales aún conservan la tradición de sus recetas y técnicas de horneo..Te podría interesar.Descubre nuevos sabores y una variada oferta gastronómica en MUT..0Galletería. | UBICACION: Nivel -3 - Nivel -3 | HORARIO: L-S: 10:00 - 20:00 D & F: 10:00 - 19:00",restaurante,gastronomia
La Fête Chocolat,"¿Qué es La Fête Chocolat?..La Fête Chocolat nace para difundir alegría a través de los mejores chocolates del mundo. Impulsados por una obsesión por la calidad, viajan por las regiones cacaoteras más destacadas del mundo en busca de los mejores ingredientes naturales. Su enfoque innovador y creativo se refleja en cada bombón, galleta y chocolate, cuidando cada detalle, desde la selección de ingredientes hasta el diseño final. Chocolates de cacao trazable con envases aptos para ser reciclados. En esta tienda de La Fête también puedes encontrar una exclusiva cafetería con distintas opciones para llevar..Te podría interesar.Descubre nuevos sabores y una variada oferta gastronómica en MUT..0Cafetería.Chocolates.",https://mut.cl/restaurante/la-fete/,https://www.instagram.com/lafetechocolat/?hl=es; https://www.facebook.com/lafetechocolat/?locale=es_LA,L-D: 10:00 - 20:00,www.lafetechocolat.com,https://cl.lafetechocolat.com/,Nivel 1,1,,,,Restaurante,"COCINA: Restaurante | RESTAURANTE: La Fête Chocolat | ¿Qué es La Fête Chocolat?..La Fête Chocolat nace para difundir alegría a través de los mejores chocolates del mundo. Impulsados por una obsesión por la calidad, viajan por las regiones cacaoteras más destacadas del mundo en busca de los mejores ingredientes naturales. Su enfoque innovador y creativo se refleja en cada bombón, galleta y chocolate, cuidando cada detalle, desde la selección de ingredientes hasta el diseño final. Chocolates de cacao trazable con envases aptos para ser reciclados. En esta tienda de La Fête también puedes encontrar una exclusiva cafetería con distintas opciones para llevar..Te podría interesar.Descubre nuevos sabores y una variada oferta gastronómic | UBICACION: Nivel 1 - Nivel 1 | HORARIO: L-D: 10:00 - 20:00 | CONTACTO: Web: www.lafetechocolat.com",restaurante,gastronomia
Starburcks,"¿Qué es Starbucks?..En Starbucks están comprometidos con la conexión con las personas. Se aseguran de que todo lo que hacen respete esa conexión, desde el compromiso con el café de la mejor calidad hasta la forma en que se relacionan con sus clientes y comunidades para hacer negocios de manera responsable..Te podría interesar.Descubre nuevos sabores y una variada oferta gastronómica en MUT..0Cafetería.",https://mut.cl/restaurante/starburcks/,https://www.instagram.com/starbucksathome_cl_/?hl=en; https://www.facebook.com/StarbucksAtHomeCL/,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,,,Nivel 2,2,,,,Restaurante,"COCINA: Restaurante | RESTAURANTE: Starburcks | ¿Qué es Starbucks?..En Starbucks están comprometidos con la conexión con las personas. Se aseguran de que todo lo que hacen respete esa conexión, desde el compromiso con el café de la mejor calidad hasta la forma en que se relacionan con sus clientes y comunidades para hacer negocios de manera responsable..Te podría interesar.Descubre nuevos sabores y una variada oferta gastronómica en MUT..0Cafetería. | UBICACION: Nivel 2 - Nivel 2 | HORARIO: L-S: 10:00 - 20:00 D & F: 10:00 - 19:00",restaurante,gastronomia
Freddo,"¿Qué es Freddo?..Freddo es una heladería que tiene más de 50 años de historia, que nace en argentina y sus helados se destacan por la tradición italiana y pasión por la calidad. Todos sus helados usan leche fresca, frutas de primera selección y el mejor dulce leche artesanal..Te podría interesar.Descubre nuevos sabores y una variada oferta gastronómica en MUT..0Heladería.",https://mut.cl/restaurante/freddo/,https://www.instagram.com/freddo_chile/; https://www.facebook.com/FreddoChile,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,,,Nivel -3,-3,,,,Restaurante,"COCINA: Restaurante | RESTAURANTE: Freddo | ¿Qué es Freddo?..Freddo es una heladería que tiene más de 50 años de historia, que nace en argentina y sus helados se destacan por la tradición italiana y pasión por la calidad. Todos sus helados usan leche fresca, frutas de primera selección y el mejor dulce leche artesanal..Te podría interesar.Descubre nuevos sabores y una variada oferta gastronómica en MUT..0Heladería. | UBICACION: Nivel -3 - Nivel -3 | HORARIO: L-S: 10:00 - 20:00 D & F: 10:00 - 19:00",restaurante,gastronomia
Yasai,"¿Qué es Yasai?..Sushi vegano nikkei. “Yasai&#8221; significa vegetal en japonés, y va completamente ligado con los cambios que buscamos generar en la alimentación y conciencia de nuestra sociedad. Buscan hacer de la cocina vegana algo novedoso y versatil, incorporando nuevas propuestas constantemente..Te podría interesar.Descubre nuevos sabores y una variada oferta gastronómica en MUT..PróximamenteSushi.",https://mut.cl/restaurante/yasai/,https://www.instagram.com/yasaivegansushi/?hl=es-la,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,,,Nivel -3,-3,,,,Restaurante,"COCINA: Restaurante | RESTAURANTE: Yasai | ¿Qué es Yasai?..Sushi vegano nikkei. “Yasai&#8221; significa vegetal en japonés, y va completamente ligado con los cambios que buscamos generar en la alimentación y conciencia de nuestra sociedad. Buscan hacer de la cocina vegana algo novedoso y versatil, incorporando nuevas propuestas constantemente..Te podría interesar.Descubre nuevos sabores y una variada oferta gastronómica en MUT..PróximamenteSushi. | UBICACION: Nivel -3 - Nivel -3 | HORARIO: L-S: 10:00 - 20:00 D & F: 10:00 - 19:00",restaurante,gastronomia
Antigua Fuente,¿Qué es Antigua Fuente?..Fuente de soda donde podrás encontrar más de 50 años de sabor en sandwich. Antigua Fuente trabaja día a día por mantener el patrimonio gastronómico de Santiago y la tradición familiar..Te podría interesar.Descubre nuevos sabores y una variada oferta gastronómica en MUT..0Sandwiches.,https://mut.cl/restaurante/antigua-fuente/,https://www.instagram.com/antiguafuente/?hl=es; https://www.facebook.com/MonumentoGastonomico/,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,,,Nivel -3,-3,,,,Restaurante,COCINA: Restaurante | RESTAURANTE: Antigua Fuente | ¿Qué es Antigua Fuente?..Fuente de soda donde podrás encontrar más de 50 años de sabor en sandwich. Antigua Fuente trabaja día a día por mantener el patrimonio gastronómico de Santiago y la tradición familiar..Te podría interesar.Descubre nuevos sabores y una variada oferta gastronómica en MUT..0Sandwiches. | UBICACION: Nivel -3 - Nivel -3 | HORARIO: L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,restaurante,gastronomia
Pizzario,"¿Qué es Pizzario?..Pizzario nace con el sueño de reinventar la forma de hacer y comer pizza en Chile. La pizza al taglio, o pizza al corte, tiene raíces romanas y características que la hacen única. Se cocina en bandejas grandes y rectangulares, se cubre con toppings abundantes y ¡se corta con tijeras!.Te podría interesar.Descubre nuevos sabores y una variada oferta gastronómica en MUT..0Pizza.",https://mut.cl/restaurante/pizzario/,https://www.instagram.com/pizzariochile/; https://www.facebook.com/pizzariochile/,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,,,Nivel -3,-3,,,,Restaurante,"COCINA: Restaurante | RESTAURANTE: Pizzario | ¿Qué es Pizzario?..Pizzario nace con el sueño de reinventar la forma de hacer y comer pizza en Chile. La pizza al taglio, o pizza al corte, tiene raíces romanas y características que la hacen única. Se cocina en bandejas grandes y rectangulares, se cubre con toppings abundantes y ¡se corta con tijeras!.Te podría interesar.Descubre nuevos sabores y una variada oferta gastronómica en MUT..0Pizza. | UBICACION: Nivel -3 - Nivel -3 | HORARIO: L-S: 10:00 - 20:00 D & F: 10:00 - 19:00",restaurante,gastronomia
Mit Burger,"¿Qué es Mit Burger?..Smash Burgers caseras, que hasta el día de hoy trabajan de forma casera moliéndola todos los días. ¡Hamburguesas frescas y de calidad! .Te podría interesar.Descubre nuevos sabores y una variada oferta gastronómica en MUT..0Hamburguesas.",https://mut.cl/restaurante/mit-burger/,https://www.instagram.com/mitburger/?hl=es; https://www.facebook.com/p/mitburger-100064597904953/,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,,,Nivel -3,-3,,,,Restaurante,"COCINA: Restaurante | RESTAURANTE: Mit Burger | ¿Qué es Mit Burger?..Smash Burgers caseras, que hasta el día de hoy trabajan de forma casera moliéndola todos los días. ¡Hamburguesas frescas y de calidad! .Te podría interesar.Descubre nuevos sabores y una variada oferta gastronómica en MUT..0Hamburguesas. | UBICACION: Nivel -3 - Nivel -3 | HORARIO: L-S: 10:00 - 20:00 D & F: 10:00 - 19:00",restaurante,gastronomia
Emporio Schwencke,Restaurante.Schwencke..¿Qué es Schwencke?..Auténtico sabor del sur. Fabrican embutidos y carnes con recetas tradicionales alemanas desde 1950..Te podría interesar.Descubre nuevos sabores y una variada oferta gastronómica en MUT..0Sandwiches.,https://mut.cl/restaurante/schwencke/,https://www.instagram.com/cecinasschwencke/; https://www.facebook.com/Cecinas.Schwencke.Valdivia/?locale=es_LA,,,,Nivel -2,-2,,,,Restaurante,COCINA: Restaurante | RESTAURANTE: Emporio Schwencke | Restaurante.Schwencke..¿Qué es Schwencke?..Auténtico sabor del sur. Fabrican embutidos y carnes con recetas tradicionales alemanas desde 1950..Te podría interesar.Descubre nuevos sabores y una variada oferta gastronómica en MUT..0Sandwiches. | UBICACION: Nivel -2 - Nivel -2,restaurante,gastronomia
Embarcadero 41,"¿Qué es Embarcadero 41?..Lo mejor de la comida peruana, con sus sabores auténticos, productos frescos y de calidad..Te podría interesar.Descubre nuevos sabores y una variada oferta gastronómica en MUT..0Restaurante.",https://mut.cl/restaurante/embarcadero-41/,https://www.instagram.com/embarcadero41_chile/; https://www.facebook.com/profile.php?id=61557191317356,L-Mier: 12:00 - 21:30; J-S: 12:00 - 23:30; D: 12:00 a 20:00,,,Nivel -2,-2,,,,Restaurante,"COCINA: Restaurante | RESTAURANTE: Embarcadero 41 | ¿Qué es Embarcadero 41?..Lo mejor de la comida peruana, con sus sabores auténticos, productos frescos y de calidad..Te podría interesar.Descubre nuevos sabores y una variada oferta gastronómica en MUT..0Restaurante. | UBICACION: Nivel -2 - Nivel -2 | HORARIO: L-Mier: 12:00 - 21:30; J-S: 12:00 - 23:30; D: 12:00 a 20:00",restaurante,gastronomia
Chicken International,Restaurante.Chicken International..¿Qué es Chicken International?..Chicken International es un #ReChickenLovers que busca entregar cultura y experiencias únicas a través de los diferentes sabores y preparaciones de cocinas al rededor de todo el muno en torno al pollo..Te podría interesar.Descubre nuevos sabores y una variada oferta gastronómica en MUT..0Restaurante.,https://mut.cl/restaurante/chiken-international/,https://www.instagram.com/chicken.international/; https://www.facebook.com/chickeninternational/?locale=es_LA,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,,,Nivel -2,-2,,,,Restaurante,COCINA: Restaurante | RESTAURANTE: Chicken International | Restaurante.Chicken International..¿Qué es Chicken International?..Chicken International es un #ReChickenLovers que busca entregar cultura y experiencias únicas a través de los diferentes sabores y preparaciones de cocinas al rededor de todo el muno en torno al pollo..Te podría interesar.Descubre nuevos sabores y una variada oferta gastronómica en MUT..0Restaurante. | UBICACION: Nivel -2 - Nivel -2 | HORARIO: L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,restaurante,gastronomia
Arigato,"Restaurante.Arigato..¿Qué es Arigato?..Arigato es una experiencia única dónde la frescura japonesa se fusiona con la creatividad y el sabor peruano. ¡Una combinación de sazón, chispeza y color!.Te podría interesar.Descubre nuevos sabores y una variada oferta gastronómica en MUT..0Cocinería.Japonesa.",https://mut.cl/restaurante/arigato/,https://www.instagram.com/arigato_chile/,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,,,Nivel -2,-2,,,,Restaurante,"COCINA: Restaurante | RESTAURANTE: Arigato | Restaurante.Arigato..¿Qué es Arigato?..Arigato es una experiencia única dónde la frescura japonesa se fusiona con la creatividad y el sabor peruano. ¡Una combinación de sazón, chispeza y color!.Te podría interesar.Descubre nuevos sabores y una variada oferta gastronómica en MUT..0Cocinería.Japonesa. | UBICACION: Nivel -2 - Nivel -2 | HORARIO: L-S: 10:00 - 20:00 D & F: 10:00 - 19:00",restaurante,gastronomia
Savoia,"¿Qué es Savoia?..Savoia es una pizzería inspirada en la reina Margherita y en la emblemática pizza napoletana que lleva su nombre. Con raíces italianas familiares bien arraigadas, reflejamos esa identidad con pizzas hechas con ingredientes italianos y chilenos de calidad. Una experiencia auténtica, simple y deliciosa, honrando la historia, la cultura y el sabor mediterráneo..Te podría interesar..#ffffff.0Pizza.",https://mut.cl/restaurante/savoia/,https://www.instagram.com/savoia.cl/,L-S: 10:00 - 21:00,www.savoia.cl,http://www.savoia.cl,Nivel -2,,,,,Restaurante,"COCINA: Restaurante | RESTAURANTE: Savoia | ¿Qué es Savoia?..Savoia es una pizzería inspirada en la reina Margherita y en la emblemática pizza napoletana que lleva su nombre. Con raíces italianas familiares bien arraigadas, reflejamos esa identidad con pizzas hechas con ingredientes italianos y chilenos de calidad. Una experiencia auténtica, simple y deliciosa, honrando la historia, la cultura y el sabor mediterráneo..Te podría interesar..#ffffff.0Pizza. | UBICACION: Nivel -2 | HORARIO: L-S: 10:00 - 21:00 | CONTACTO: Web: www.savoia.cl",restaurante,gastronomia
Cháwu,"¿Qué es Cháwu?..Es una barra de té chino, con diferentes variedades de té como el té verde, rojo, y el popular matcha. Todas son traídas desde China, y además, están en diferentes formatos como Cheese Tea, Bubble Tea y Smoothie..Te podría interesar..#ffffff.0Té.",https://mut.cl/restaurante/chawu/,https://www.instagram.com/chawu.chile/?ref=6OzK6nc4&hl=am-et,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,,,Nivel -2,,,,,Restaurante,"COCINA: Restaurante | RESTAURANTE: Cháwu | ¿Qué es Cháwu?..Es una barra de té chino, con diferentes variedades de té como el té verde, rojo, y el popular matcha. Todas son traídas desde China, y además, están en diferentes formatos como Cheese Tea, Bubble Tea y Smoothie..Te podría interesar..#ffffff.0Té. | UBICACION: Nivel -2 | HORARIO: L-S: 10:00 - 20:00 D & F: 10:00 - 19:00",restaurante,gastronomia
Pan León,"¿Qué es Pan León?..Todos sus panes son creados con la tradición de la panadería artesanal Chilena, utilizando la mejores harinas y complementos, lo que hace que su marraqueta sea una de las mejores de Santiago. Buscan mantener la tradición de la bollería clásica, así como las nuevas tendencias que han ido llegando a Chile, lo que se complementa con pasteles y tortas..Te podría interesar..#ffffff.0Panadería.",https://mut.cl/restaurante/pan-leon/,https://es-la.facebook.com/panleonchile/; https://www.instagram.com/panaderia_leon/?hl=es,L-S: 7:30 - 20:00 D & F: 10:00 - 19:00,,,Nivel -2,-2,2053,,,Restaurante,"COCINA: Restaurante | RESTAURANTE: Pan León | ¿Qué es Pan León?..Todos sus panes son creados con la tradición de la panadería artesanal Chilena, utilizando la mejores harinas y complementos, lo que hace que su marraqueta sea una de las mejores de Santiago. Buscan mantener la tradición de la bollería clásica, así como las nuevas tendencias que han ido llegando a Chile, lo que se complementa con pasteles y tortas..Te podría interesar..#ffffff.0Panadería. | UBICACION: Nivel -2 - Nivel -2 - Local 2053 | HORARIO: L-S: 7:30 - 20:00 D & F: 10:00 - 19:00",restaurante,gastronomia
Jo Pastelería,"¿Qué es Jo Pastelería?..Jo Pastelería es una pastelería gourmet que ofrece diferentes opciones de preparaciones dulces, para todo tipo de antojos y para que disfrutes caer en la tentación..Te podría interesar..#ffffff.0&#8230;Repostería.",https://mut.cl/restaurante/pasteleria-jo/,https://www.instagram.com/jo.pasteleria/,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,,,Nivel -3,,,,,Restaurante,"COCINA: Restaurante | RESTAURANTE: Jo Pastelería | ¿Qué es Jo Pastelería?..Jo Pastelería es una pastelería gourmet que ofrece diferentes opciones de preparaciones dulces, para todo tipo de antojos y para que disfrutes caer en la tentación..Te podría interesar..#ffffff.0&#8230;Repostería. | UBICACION: Nivel -3 | HORARIO: L-S: 10:00 - 20:00 D & F: 10:00 - 19:00",restaurante,gastronomia
Hojas de Cami,"¿Qué es Hojas de Cami?..Hojas de Cami es un proyecto familiar que ofrece productos sencillos, auténticos y deliciosos que nos conectan con algo muy poderoso: compartir cariño con quienes mas queremos, porque la vida es más vida cuando nos encontramos..Te podría interesar..#ffffff.0Repostería.",https://mut.cl/restaurante/hojas-de-cami-2/,https://www.facebook.com/hojasdecami.cl; https://www.instagram.com/hojasdecami.cl/,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,,,Nivel -2,-2,2053,,,Restaurante,"COCINA: Restaurante | RESTAURANTE: Hojas de Cami | ¿Qué es Hojas de Cami?..Hojas de Cami es un proyecto familiar que ofrece productos sencillos, auténticos y deliciosos que nos conectan con algo muy poderoso: compartir cariño con quienes mas queremos, porque la vida es más vida cuando nos encontramos..Te podría interesar..#ffffff.0Repostería. | UBICACION: Nivel -2 - Nivel -2 - Local 2053 | HORARIO: L-S: 10:00 - 20:00 D & F: 10:00 - 19:00",restaurante,gastronomia
Entrelagos,"¿Qué es Chocolatería Entrelagos?..Con más de cien artesanos, quienes, día a día se inspiran entorno al Santuario de la Naturaleza de la ciudad de Valdivia, elaboran con amor sus chocolates y mazapanes de origen para la familia chilena..Te podría interesar..#ffffff.0Chocolates.",https://mut.cl/restaurante/entrelagos/,https://www.facebook.com/entrelagoschocolateria/; https://www.instagram.com/entrelagos_chocolateria/?hl=es,L-D: 10:00 - 20:00,,,Nivel -2,,,,,Restaurante,"COCINA: Restaurante | RESTAURANTE: Entrelagos | ¿Qué es Chocolatería Entrelagos?..Con más de cien artesanos, quienes, día a día se inspiran entorno al Santuario de la Naturaleza de la ciudad de Valdivia, elaboran con amor sus chocolates y mazapanes de origen para la familia chilena..Te podría interesar..#ffffff.0Chocolates. | UBICACION: Nivel -2 | HORARIO: L-D: 10:00 - 20:00",restaurante,gastronomia
Juan Valdez,¿Qué es Juan Valdes Café?..Son una empresa de origen colombiano. Comparten su conocimiento del café premium desde el origen hasta la taza perfecta..Te podría interesar..#ffffff.0Cafetería.,https://mut.cl/restaurante/juan-valdez/,https://www.facebook.com/JuanValdezCafeChile/?locale=es_LA; https://www.instagram.com/juanvaldezcafechile/?hl=es,L-V: 7:30 - 20:00 S-D& F: 8:30 - 20:00,,,Nivel -3,,,,,Restaurante,COCINA: Restaurante | RESTAURANTE: Juan Valdez | ¿Qué es Juan Valdes Café?..Son una empresa de origen colombiano. Comparten su conocimiento del café premium desde el origen hasta la taza perfecta..Te podría interesar..#ffffff.0Cafetería. | UBICACION: Nivel -3 | HORARIO: L-V: 7:30 - 20:00 S-D& F: 8:30 - 20:00,restaurante,gastronomia
Barra Fundición,"¿Qué es Barra Fundición?..Barra Fundición es un café de especialidad con una cuidada selección de productos artesanales. Descubre una fusión única de sabores en un ambiente acogedor donde el café se une a quesos, charcutería y más, para una experiencia culinaria local e inigualable..Te podría interesar..#ffffff.0Cafetería.",https://mut.cl/restaurante/barra-fundicion/,https://www.facebook.com/barra.fundicion.1/; https://www.instagram.com/barra.fundicion/,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,,,Nivel 1,,,,,Restaurante,"COCINA: Restaurante | RESTAURANTE: Barra Fundición | ¿Qué es Barra Fundición?..Barra Fundición es un café de especialidad con una cuidada selección de productos artesanales. Descubre una fusión única de sabores en un ambiente acogedor donde el café se une a quesos, charcutería y más, para una experiencia culinaria local e inigualable..Te podría interesar..#ffffff.0Cafetería. | UBICACION: Nivel 1 | HORARIO: L-S: 10:00 - 20:00 D & F: 10:00 - 19:00",restaurante,gastronomia
Juguería Peruana,"Restaurante.Juguería Peruana..¿Qué es Juguería Peruana? ..Las juguerías son típicas de los mercados en cada pueblo en Perú, que recoge las tradiciones de sabor y colores. Sus ingredientes, aparte de las frutas frescas características del jugo, se combinan con maca, miel de algarrobina, cerveza negra, betarraga, entre otros..Te podría interesar.Descubre nuevos sabores y una variada oferta gastronómica en MUT..0Bebestibles.",https://mut.cl/restaurante/jugueria-peruana/,https://www.instagram.com/jugueria_peruana/,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,,,Nivel -2,-2,2064,,,Restaurante,"COCINA: Restaurante | RESTAURANTE: Juguería Peruana | Restaurante.Juguería Peruana..¿Qué es Juguería Peruana? ..Las juguerías son típicas de los mercados en cada pueblo en Perú, que recoge las tradiciones de sabor y colores. Sus ingredientes, aparte de las frutas frescas características del jugo, se combinan con maca, miel de algarrobina, cerveza negra, betarraga, entre otros..Te podría interesar.Descubre nuevos sabores y una variada oferta gastronómica en MUT..0Bebestibles. | UBICACION: Nivel -2 - Nivel -2 - Local 2064 | HORARIO: L-S: 10:00 - 20:00 D & F: 10:00 - 19:00",restaurante,gastronomia
Café Pascucci,"¿Qué es Café Pascucci?..Pascucci es una comunidad global unida por el amor al café. Van más allá del espresso, desafiando las normas comerciales para promover una cultura de calidad y conexión en cada taza. Desde los agricultores hasta los baristas, su enfoque rebelde busca un café excepcional y una experiencia sensorial compartida en todo el mundo..Te podría interesar..#ffffff.0Cafetería.",https://mut.cl/restaurante/cafe-pascucci-2/,https://www.instagram.com/pascucci.cl/?hl=es,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,,,Nivel 1,,,,,Restaurante,"COCINA: Restaurante | RESTAURANTE: Café Pascucci | ¿Qué es Café Pascucci?..Pascucci es una comunidad global unida por el amor al café. Van más allá del espresso, desafiando las normas comerciales para promover una cultura de calidad y conexión en cada taza. Desde los agricultores hasta los baristas, su enfoque rebelde busca un café excepcional y una experiencia sensorial compartida en todo el mundo..Te podría interesar..#ffffff.0Cafetería. | UBICACION: Nivel 1 | HORARIO: L-S: 10:00 - 20:00 D & F: 10:00 - 19:00",restaurante,gastronomia
Mercoop,"Restaurante.Mercoop..¿Qué es Mercoop?..Mercoop es un espacio especial para las cooperativas agrarias, un lugar donde exhiben y comercializan sus productos. Desde lo artesanal hasta lo orgánico, este lugar reúne una amplia gama de productos provenientes de diversos agricultores a lo largo de Chile. Es una oportunidad única para descubrir y apoyar la diversidad y calidad de los productos agrícolas del país..Te podría interesar..#ffffff.0Abarrotes.Chilena.Cocinería.Fiambres.Panadería.",https://mut.cl/restaurante/mercoop-unaf/,https://www.instagram.com/mercoop_unaf/,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,,,Nivel -2,,,,,Restaurante,"COCINA: Restaurante | RESTAURANTE: Mercoop | Restaurante.Mercoop..¿Qué es Mercoop?..Mercoop es un espacio especial para las cooperativas agrarias, un lugar donde exhiben y comercializan sus productos. Desde lo artesanal hasta lo orgánico, este lugar reúne una amplia gama de productos provenientes de diversos agricultores a lo largo de Chile. Es una oportunidad única para descubrir y apoyar la diversidad y calidad de los productos agrícolas del país..Te podría interesar..#ffffff.0Abarrotes.Chilena.Cocinería.Fiambres.Panadería. | UBICACION: Nivel -2 | HORARIO: L-S: 10:00 - 20:00 D & F: 10:00 - 19:00",restaurante,gastronomia
Kantu Food,"Próximamente..Kantu Food..¿Qué es Kantu Food?..en Kantu Food es una cocina asiática, donde podrás probar los platos típicos de las calles de Vietnam y Tailandia, como la sopa pho o el clásico pad thai.Cocinería.",https://mut.cl/restaurante/kantu/,https://www.facebook.com/KantuFood/; https://www.instagram.com/kantufood/?hl=es-la,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,,,Piso -2,-2,,,,Restaurante,"COCINA: Restaurante | RESTAURANTE: Kantu Food | Próximamente..Kantu Food..¿Qué es Kantu Food?..en Kantu Food es una cocina asiática, donde podrás probar los platos típicos de las calles de Vietnam y Tailandia, como la sopa pho o el clásico pad thai.Cocinería. | UBICACION: Piso -2 - Nivel -2 | HORARIO: L-S: 10:00 - 20:00 D & F: 10:00 - 19:00",restaurante,gastronomia
El Valenciano,"0&#8230;.¿Qué es El Valenciano?..Lo mejor de la gastronomía española en Chile. Somos mas que un restaurante de comida española, somos una experiencia culinaria que fusiona la tradición española con la pasión chilena por el vino, la cerveza y la buena compañía.Cocinería.",https://mut.cl/restaurante/el-valenciano/,https://www.instagram.com/elvalenciano_latam/,L-D: 10:00 - 20:00,,,Piso -2,-2,,,,Restaurante,"COCINA: Restaurante | RESTAURANTE: El Valenciano | 0&#8230;.¿Qué es El Valenciano?..Lo mejor de la gastronomía española en Chile. Somos mas que un restaurante de comida española, somos una experiencia culinaria que fusiona la tradición española con la pasión chilena por el vino, la cerveza y la buena compañía.Cocinería. | UBICACION: Piso -2 - Nivel -2 | HORARIO: L-D: 10:00 - 20:00",restaurante,gastronomia
La Vermutería,"0&#8230;.¿Qué es La Vermutería?..La única vermutería de Chile, a cargo de Pobre Vermut. Un vermút artesanal Chileno con botánicos endémicos.Bar.",https://mut.cl/restaurante/la-vermuteria/,https://www.instagram.com/pobrevermut.lavermuteria/?hl=es,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,,,Piso -2,-2,,,,Restaurante,"COCINA: Restaurante | RESTAURANTE: La Vermutería | 0&#8230;.¿Qué es La Vermutería?..La única vermutería de Chile, a cargo de Pobre Vermut. Un vermút artesanal Chileno con botánicos endémicos.Bar. | UBICACION: Piso -2 - Nivel -2 | HORARIO: L-S: 10:00 - 20:00 D & F: 10:00 - 19:00",restaurante,gastronomia
