titulo,content,link,rss,horario,web,url_web,lugar,nivel,local,telefono,mail,tipo
Revesderecho,"¿Qué es Revesderecho?..Somos Revesderecho, la tienda de Craft más grande de Chile. Encuentra todo lo que necesitas para llevar a cabo tu proyecto de Tejido, Bordado, Crochet, Trapillos, Costura, Telar, Frivolité y mucho más..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..Manualidades.</p>
",https://mut.cl/tiendas/reves-derecho/,https://www.instagram.com/revesderecho/; https://www.facebook.com/revesderecho/?locale=es_LA,L-D: 10:00 - 20:00,,,Nivel -1,-1,,,,Tienda
LENS,"¿Qué es LENS?..En Lens ofrecemos una amplia gama de servicios, que incluyen exámenes de la vista, lentes de contacto, accesorios, gafas graduadas y de sol. Nuestro equipo de profesionales está comprometido con la salud visual de nuestros clientes, asegurando una atención personalizada y productos de las mejores marcas. En Lens, tu visión es nuestra prioridadÓpticas.</p>
",https://mut.cl/tiendas/lens/,,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,,,Nivel 2 ,2,201,,,Tienda
Cordelia,"¿Qué es Cordelia?..Cordelia es una tienda boutique que ofrece productos únicos para amantes de las manualidades. En Cordelia, se unen belleza, artesanía y comunidad, creando una experiencia especial y acogedora para todos los clientes. Nuestro propósito es transmitir el valor de lo hecho a mano y honrar el tiempo de entrega de lo artesanal..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..Manualidades.</p>
",https://mut.cl/tiendas/cordelia/,https://www.instagram.com/tiendacordelia/?hl=es-la,L-D: 10:00 - 20:00 ,,,Nivel -1,-1,,,,Tienda
Zucca,"¿Qué es Zucca?..En Zucca, somos una marca chilena apasionada por diseñar y vender mochilas urbanas que reflejen el estilo y personalidad de cada persona. Combinamos comodidad y estilo, adaptándonos a tus necesidades con líneas simples y colores neutros..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..Mochilas.</p>
",https://mut.cl/tiendas/zucca/,https://www.instagram.com/zucca.cl; https://www.facebook.com/Zucca/,L-D: 10:00 - 20:00,,,Nivel -1,-1,,,,Tienda
Cantarina Joyas,"¿Qué es Cantarina Joyas?..En Cantarina encontrarás joyas lindas y vanguardistas pensadas para ti, hechas por mujeres para mujeres.Cada pieza fue pensada para darle el toque Perfecto a tus looks día a día, descúbrenos y brilla sin límites..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..Accesorios.Joyas.</p>
",https://mut.cl/tiendas/cantarina/,https://www.instagram.com/cantarina.joyas?igsh=MWxnMTlncWxjZGdnaw%3D%3D&utm_source=qr,L-D: 10:00 - 20:00,,,Nivel -1,-1,,,,Tienda
Newen,"¿Qué es Newen?..Desde Pichilemu nace Newen buscando conectar la naturaleza con el ser humano. Nuestra cosmética viva fusiona la sabiduría ancestral e innovación científica, invitando a explorar tu belleza natural y revolucionar la manera en que cuidas tu piel..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..Belleza.</p>
",https://mut.cl/tiendas/newen/,https://www.instagram.com/newencosmetica; https://www.facebook.com/newencosmetica/,L-D: 10:00 - 20:00,,,Nivel -1,-1,,,,Tienda
Lycos Vounó,"¿Qué es Lycos Vounó?..Lycos Vounó ofrece velas aromáticas y decorativas, difusores, sprays de ambiente y ceras aromáticas. Hechas en Chile con materias primas sostenibles europeas. Su misión es proporcionar una experiencia sensorial única, sofisticada y respetuosa con el medio ambiente..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..Decoración.</p>
",https://mut.cl/tiendas/lycos-vouno/,https://www.instagram.com/lycos_vouno/,L-D: 10:00 - 20:00 ,,,Nivel -1,,,,,Tienda
Rukafe,"¿Qué es Rukafe?..Es un nuevo concepto de Ferretería, una que te ayuda a cumplir tus aspiraciones y necesidades en el hogar, desde la renovación de un mueble hasta el quitamanchas para no perder una prenda. Encuentra productos nacionales, americanos y europeos..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..Ferretería.</p>
",https://mut.cl/tiendas/rukafe/,https://www.instagram.com/rukafechile; https://web.facebook.com/rukafechile,L-D: 10:00 - 20:00,,,Nivel -3,-3,,,,Tienda
Salcobrand,"Quiénes somos.¿Qué es Salcobrand?..Cadena de farmacias que busca contribuir al bienestar de las personas, a través de una experiencia memorable para sus clientes. Son parte de Empresas SB, holding constiuido por distintas filiales, cuyo propósito es hacer sentir bien a las personas, estén donde estén, entregando la mejor salud, belleza y bienestar. Destaca por su cultura organizacional, gestión en diversidad e inclusión e innovación..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.PróximamenteFarmacia.</p>
",https://mut.cl/tiendas/salcobrand/,https://www.instagram.com/salcobrandcl/; https://www.facebook.com/Salcobrand,L-D: 10:00 - 20:00,,,Nivel -3 ,-3,3088,,,Tienda
Teraideas,"¿Qué es Teraideas?..Somos una editorial independiente y hacemos libros para aprender, crecer y estar bien. Creemos en el poder de las palabras impresas y del diseño y los colores para motivar a las personas, niños, adolescentes y adultos, a cuidar más de sí mismos y de la comunidad que nos rodea..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..Librería.</p>
",https://mut.cl/tiendas/teraideas/,https://www.instagram.com/teraideas/; https://www.facebook.com/Teraideas/,L-D: 10:00 - 20:00,,,Nivel -1,-1,,,,Tienda
D&#8217;Barbers,"¿Qué es D Barbers?..Desde la más clásica afeitada con navaja y toallas calientes hasta fades, mullets o pompadours, ven a vivir la experiencia D’BARBERS en un entorno clásico pensado especialmente para ti. Nuestro ambiente y experimentado equipo hacen de tu experiencia mucho más que un corte de cabello, hacen que tu experiencia sea inigualable..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..Barbería.</p>
",https://mut.cl/tiendas/dbarbers/,https://www.instagram.com/dbarbers_/?hl=es; https://www.facebook.com/p/DBarbers-100063972309959/,L-D: 10:00 - 20:00 ,,,Nivel 1,,,,,Tienda
Atómica Strap,"¿Qué es Atómica Strap?..Atómica Strap ofrece estilo y comodidad a través de sus increíbles carcasas y straps de cartera que permiten transformar cualquier celular, sin importar la marca o modelo, en un accesorio colgante. Evita caídas innecesarias de tu celular y potencia, al mismo tiempo, el estilo que te caracteriza. .Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..Accesorios.</p>
",https://mut.cl/tiendas/atomica-strap/,https://www.instagram.com/atomicachile?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw%3D%3D,L-D: 10:00 - 20:00,,,Nivel -1,-1,,,,Tienda
Premium Paper,"¿Qué es Premium Paper?..Somos una papelería chilena, creada en el 2010 por mujeres amantes del diseño, en nuestras creaciones utilizamos adorables personajes como Principito, Mafalda y Snoopy.Nos preocupa el medio ambiente, por eso usamos solo papel de bambú, fabricamos bolsas de algodón para evitar las bolsas de plástico, hacemos vasos ecológicos de fibra de bambú para disminuir el consumo de vasos desechables y nuestras lapiceras son metálicas de larga vida.. Aquí podrás encontrar agendas, libretas, lapiceras, bolsas de algodón, tazones y vasos de bambú, con un sello de alta calidad y sustentabilidad.Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..Papelería.</p>
",https://mut.cl/tiendas/premium-paper/,https://www.instagram.com/premiumpaper/?hl=es; https://www.facebook.com/premiumpapercl/,L-D: 10:00 - 20:00,,,Nivel -1,-1,,,,Tienda
Isadora,"¿Qué es Isadora?..Isadora trabaja con pasión para ofrecer infinitas propuestas de accesorios, complementos de moda, beauty y lifestyle que potencien tu personalidad, expresen tu mundo interior y te hagan sentir bien. ¡Isadora, la mejor aliada de las mujeres!.Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..Accesorios.</p>
",https://mut.cl/tiendas/isadora/,https://www.instagram.com/isadorastyle_chile/; https://www.facebook.com/ChileIsadora/,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,,,Nivel 1,1,,,,Tienda
Entrelagos,"Quiénes somos.¿Qué es Chocolatería Entrelagos?..Con más de cien artesanos, quienes, día a día se inspiran entorno al Santuario de la Naturaleza de la ciudad de Valdivia, elaboran con amor sus chocolates y mazapanes de origen para la familia chilena..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.PróximamenteChocolatería.</p>
",https://mut.cl/tiendas/entrelagos/,https://www.instagram.com/entrelagos_chocolateria/?hl=es; https://www.facebook.com/entrelagoschocolateria/,L-D: 10:00 - 20:00,www.entrelagos.cl,http://www.entrelagos.cl/,Nivel -2,1,,,,Tienda
PSK,"¿Qué es PSK?..Patricia Skvirsky busca que la elegancia, calidad y confianza se encuentren presentes en todos los aspectos y detalles.   Una marca que ofrece un servicio personalizado excepcional, brindando un mix de joyas versátiles, finas y de calidad que te permitan transformar tu look, haciéndote sentir única y especial. Piezas creadas por mujeres para mujeres..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffffJoyas.</p>
",https://mut.cl/tiendas/psk/,https://www.instagram.com/psk_joyas/?hl=es; https://www.facebook.com/PSKJOYAS/,L-D: 10:00 - 20:00,,,Nivel -3,-3,,,,Tienda
Pinky Lady Beauty,"¿Qué es Pinky Lady Beauty?..Un beauty store donde podrás encontrar todo lo que tu belleza necesita. Cadena de tiendas de maquillaje, cuidado de la piel, pelo, uñas y accesorios..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffffBelleza.</p>
",https://mut.cl/tiendas/pinky-lady-beauty/,https://www.instagram.com/pinkladybeauty_cl/; https://www.facebook.com/PinkLadyBeautyStore,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,,,Nivel -3,-3,,,,Tienda
Pichara,"¿Qué es Pichara?..Pichara es una tienda especializada en belleza y cuidado personal. Ofrecemos una amplia variedad de productos profesionales para el cabello, rostro y cuerpo, con marcas exclusivas y asesoría experta para cada necesidad. Inspira tu rutina de belleza con nosotros..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffffPeluquería.</p>
",https://mut.cl/tiendas/pichara/,https://www.instagram.com/picharaoficial/; https://www.facebook.com/PicharaOficial/,L-D: 10:00 - 20:00,www.pichara.cl,https://www.pichara.cl/,Nivel -3,-3,,,,Tienda
Multiservice,"¿Qué es Multiservice?..Multiservice se encarga de resolver la mayor cantidad de problemas domésticos del día a día con diversos productos y servicios en tienda o a domicilio, como cerrajería, electricidad, gasfitería y copias de llaves de auto, siempre entregando la mejor calidad y seguridad posible..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..Servicios.</p>
",https://mut.cl/tiendas/multiservice/,https://www.instagram.com/multiservicechile/?hl=es-la; https://www.facebook.com/multiservicecerrajeria/?locale=es_LA,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,,,Nivel -3,-3,,,,Tienda
Librería Antártica,"¿Qué es Librería Antártica?..Librería Antártica es una librería familiar que, desde 1982, trabaja para acercar la lectura a más personas y seguir siendo una librería familiar y cálida, pero a la vez actualizada y moderna, donde puedes encontrar todos los libros que necesites..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..Librería.</p>
",https://mut.cl/tiendas/libreria-antartica/,https://www.instagram.com/antarticalibros/?hl=es; https://www.facebook.com/LibreriaAntartica/,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,,,Nivel 3,3,,,,Tienda
Farmacias Knop,"¿Qué es Farmacias Knop?..Farmacias Knop, líderes en medicina natural en Chile, busca acercar alternativas de bienestar integral a la comunidad, con productos de excelencia y alto respaldo científico. Cuentan con una amplia variedad de productos para el cuidado de toda la familia, desde cosmética, vitaminas, suplementos, alimentación saludable y medicamentos naturales. Prefiere productos naturales, prefiere Farmacias Knop. ¡Te quiero Natural! .Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..Farmacia.</p>
",https://mut.cl/tiendas/farmacias-knop/,https://www.instagram.com/farmaciasknop; https://www.facebook.com/Farmaciasknop; https://www.tiktok.com/@farmaciasknop,L-S: 10:00 - 20:00,www.farmaciasknop.com,https://www.farmaciasknop.com/,Nivel -3,-3,,,,Tienda
Farmacias Ahumada,"Quiénes somos.¿Qué es Farmacias Ahumada?..Farmacias Ahumada es una de las cadenas de farmacias más importantes en Chile, con una amplia red de locales con presencia desde Arica a Punta Arenas..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.PróximamenteFarmacia.</p>
",https://mut.cl/tiendas/farmacias-ahumadas/,https://www.instagram.com/farmaciasahumada/?hl=es; https://www.facebook.com/farmaciasahumadacl/,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,www.farmaciasahumada.cl,https://www.farmaciasahumada.cl,Nivel -3,-3,,,,Tienda
Casa Royal,"Quiénes somos.¿Qué es Casa Royal?..En Casa Royal conectan y acercan la tecnología a las personas facilitando su vida. Se dedican a la venta de una gran variedad de productos de audio y electrónica, servicio personalizado y experto..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.PróximamenteMúsica.Tecnología.</p>
",https://mut.cl/tiendas/casa-royal/,https://www.instagram.com/casaroyalchile/; https://www.facebook.com/casaroyalchile/?locale=es_LA,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,www.casaroyal.cl,https://casaroyal.cl,Nivel -3,-3,,,,Tienda
Afex,"¿Qué es Afex?..Afex hace más de 45 años que ofrece servicios de compra y venta de divisas, envíos nacionales e internacionales de dinero y transferencias bancarias para pagos de exportadores e importadores. .Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..Proximamente.Servicios.</p>
",https://mut.cl/tiendas/afex/,https://www.instagram.com/afexchile/?hl=es; https://www.facebook.com/Afexchile/?locale=es_LA,L-D: 10:00 - 21:00 ,www.afex.cl,https://www.afex.cl/,Nivel -3,-3,,,,Tienda
Feröz,"¿Qué es Feröz?..Chocolatería inspirada en sus orígenes suizos, fundada por dos hermanos que buscan generar la mejor experiencia para los fanáticos del chocolate.Chocolatería.Decoración.</p>
",https://mut.cl/tiendas/feroz/,https://www.instagram.com/ferozchocolates/; https://www.facebook.com/ferozchocolates/,L-D: 10:00 - 20:00,,,Nivel -3,,,,,Tienda
Vintage,"<p>.Vintage..¿Qué es Vintage?..En Vintage podrás encontrar las mejores y más variadas carcasas, para que puedas combinar la que quieras con tu estilo personal.Accesorios.Tecnología.</p>
",https://mut.cl/tiendas/vintage/,,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,,,Nivel -3,-3,,,,Tienda
Tip Top Galletas,"¿Qué es Tip Top?..Tip-Top es la galleta de Chile. Durante 40 años ha endulzado los hogares de chilenas y chilenos, con su exquisito sabor e inconfundible aroma de galletas recién horneadas.Ofrece una amplia variedad de galletas, que se dividen en tres categorías: clásicas, rellenas y bañadas, las cuales aún conservan la tradición de sus recetas y técnicas de horneo.Galletería.</p>
",https://mut.cl/tiendas/tip-top-galletas/,https://www.instagram.com/galletastiptop/; https://www.facebook.com/Galletastiptop,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,,,Nivel -3,-3,,,,Tienda
Rita Lira,"¿Qué es Rita Lira?..Bienvenido a Rita Lira, tu destino para pijamas únicos con un toque chileno. Diseñados en Chile y confeccionados en India, sus pijamas son una fusión de calidad, comodidad y diseño. Cada estampado es una obra de arte creada por talentosos diseñadores de todo el mundo, permitiéndote ser libre, espontáneo, lúdico y creativo en cualquier ocasión. Pijamas.Ropa.</p>
",https://mut.cl/tiendas/rita-lira/,https://www.instagram.com/ritalira_com/,L-D: 10:00 - 20:00,,,Nivel -1,1,,,,Tienda
Brando,"¿Qué es Brando?..Brando sigue el estilo de vida de las personas y busca acompañarlas con productos funcionales de diseño minimalista y tendencia nórdica, dándole vida y diversión a las necesidades cotidianas a través de estos.Decoración.Hogar.</p>
",https://mut.cl/tiendas/brando/,https://www.instagram.com/brandochile/; https://www.facebook.com/BrandoChile,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,,,Nivel 1,1,,,,Tienda
Mac Online,"Quiénes somos.¿Qué es The Body Shop?.Cosmética cruelty free. Nació con la idea de que las empresas podían tener un impacto positivo en la sociedad y el planeta. Han mantenido su visión durante más de 40 años en los que han dedicado a romper las reglas, ser siempre sinceros y propiciar el cambio..¿Qué es Mac Online?..MacOnline es el principal Apple Premium Reseller de Latinoamérica. En MacOnline encontrarás los últimos productos Apple y los accesorios que necesitas. Atendidas por profesionales certificados por Apple, para darte el mejor servicio y soporte..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.PróximamenteTecnología.</p>
",https://mut.cl/tiendas/mac-online/,https://www.instagram.com/maconlinechile/?hl=es; https://www.facebook.com/MacOnlineChile/?locale=es_LA,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,,,Nivel 2,,,,,Tienda
Kabinet,"<p>.Kabinet Art..¿Qué es Kabinet?..Es una tienda de Fine Art prints, enmarcaciones, libros de arte, cuadros y mucho más. Todo lo que necesitas para vestir tus paredes con arte y creatividadArte.</p>
",https://mut.cl/tiendas/kabin/,https://www.facebook.com/kabinet.art.prints/; https://www.instagram.com/kabinet.art/,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,,,Piso -1,-1,,,,Tienda
Rotter &#038; Krauss,"Quiénes somos.¿Qué es Rotter &#038; Krauss?..Somos una óptica con más de 100 años de trayectoria, comprometida con mejorar la calidad de vida de las personas. Con presencia en todo Chile, desarrollamos soluciones ópticas y auditivas desde la innovación y la tecnología de vanguardia..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.PróximamenteÓpticas.</p>
",https://mut.cl/tiendas/rotter-amp-krauss/,https://www.instagram.com/rotterykrauss/; https://www.facebook.com/RotteryKrauss/,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,www.ryk.cl,https://www.ryk.cl,Nivel -3  ,-3,3037,,,Tienda
Sin Enredos,"¿Qué es Sin Enredos?..Tienda de insumos de manualidades que ofrece gran variedad de colores en todos sus productos. Encuentra materiales para las  técnicas  de amigurumi, beading, macramé, bordado y tejido. Manualidades.</p>
",https://mut.cl/tiendas/sin-enredos/,https://www.facebook.com/SinEnredosTienda; https://www.instagram.com/sinenredostienda,L-D: 10:00 - 20:00,www.sinenredos.cl,https://www.sinenredos.cl/,Piso -1,-1,,,,Tienda
Ibikes,"Quiénes somos.¿Qué es Ibikes?..Ibikes es una tienda de bicicletas, repuestos y accesorios. Poseen la representación de prestigiosas marcas internacionales que han confiado en su experiencia y profesionalismo..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.PróximamenteBicicletas.Tecnología.</p>
",https://mut.cl/tiendas/ibikes/,https://www.instagram.com/ibikes/?hl=es-la; https://www.facebook.com/ibikeschile/?locale=es_LA,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,www.ibikes.cl,https://www.ibikes.cl/,Nivel -1,-1,3000-9,,,Tienda
The Birmingham Brothers,"<p>.The Birmingham Brothers..¿Qué es The Birmingham Brothers?..The Birmingham Brothers es una óptica con diseños inspirados en la vida simple del sur, donde las tonalidades, olores y calidez son el principal referente.Accesorios.Ópticas.</p>
",https://mut.cl/tiendas/the-birmingham-brother/,https://www.thebirminghambrothers.cl/password; https://www.instagram.com/tbbseyewear/?hl=es,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,,,Piso -3,-3,,,,Tienda
Fjällräven,"Quiénes somos.Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.Próximamente.¿Qué es Fjällräven?..Fjällräven es una marca sueca dedicada a desarrollar productos de vestuario y equipamiento para realizar actividades al aire libre, con foco en la funcionalidad, durabilidad y atemporalidad de cada uno de sus diseños. Bajo la misma línea, Fjällräven es una marca altamente comprometida con el cuidado y la conservación del medio ambiente, actuando de manera responsable con la naturaleza, los animales y las personas en todos sus procesos.Mochilas.Ropa.</p>
",https://mut.cl/tiendas/fjallraven/,https://www.instagram.com/arcticfox_chile/; https://www.facebook.com/FjallravenChile,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,,,Nivel 1  ,1,169,,,Tienda
Samsung,"Quiénes somos.¿Qué es The Body Shop?.Cosmética cruelty free. Nació con la idea de que las empresas podían tener un impacto positivo en la sociedad y el planeta. Han mantenido su visión durante más de 40 años en los que han dedicado a romper las reglas, ser siempre sinceros y propiciar el cambio..¿Qué es Samsung?..Samsung es una marca multinacional de tecnología comprometida a mejorar la comunidad global, en redefinir constantemente los límites de la innovación y la creación de productos que contribuyan a mejorar la vida de las personas..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.PróximamenteTecnología.Tienda.</p>
",https://mut.cl/tiendas/samsung/,https://www.instagram.com/samsungchile/?hl=es; https://www.facebook.com/SamsungChile/?locale=es_LA,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,www.samsung.com,https://www.samsung.com/cl/,Nivel 2,,,,,Tienda
La Fête Chocolat,"Quiénes somos.¿Qué es The Body Shop?.Cosmética cruelty free. Nació con la idea de que las empresas podían tener un impacto positivo en la sociedad y el planeta. Han mantenido su visión durante más de 40 años en los que han dedicado a romper las reglas, ser siempre sinceros y propiciar el cambio..¿Qué es La Fête Chocolat?..La Fête Chocolat nace para difundir alegría a través de los mejores chocolates del mundo. Impulsados por una obsesión por la calidad, viajan por las regiones cacaoteras más destacadas del mundo en busca de los mejores ingredientes naturales. Su enfoque innovador y creativo se refleja en cada bombón, galleta y chocolate, cuidando cada detalle, desde la selección de ingredientes hasta el diseño final. Chocolates de cacao trazable con envases aptos para ser reciclados. En esta tienda de La Fête también puedes encontrar una exclusiva cafetería con distintas opciones para llevar..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.PróximamenteChocolatería.Tienda.</p>
",https://mut.cl/tiendas/la-fete/,https://www.instagram.com/lafetechocolat/?hl=es; https://www.facebook.com/lafetechocolat/?locale=es_LA,L-D:10:00 - 20:00 ,www.lafetechocolat.com,https://cl.lafetechocolat.com/,Nivel 1,,,,,Tienda
Work Café Santander,"Quiénes somos.¿Qué es The Body Shop?.Cosmética cruelty free. Nació con la idea de que las empresas podían tener un impacto positivo en la sociedad y el planeta. Han mantenido su visión durante más de 40 años en los que han dedicado a romper las reglas, ser siempre sinceros y propiciar el cambio..¿Qué es Work Café Santander?..Los innovadores espacios de Work Café van más allá de ser una cafetería o lugar de trabajo convencional. Su enfoque está en integrar tecnología y emprendimiento, brindando a las personas la oportunidad de trabajar mientras interactúan con otros profesionales y expanden sus proyectos. Estos espacios ofrecen áreas de coworking para el desarrollo de proyectos y presentan un nuevo modelo de oficina, permitiendo a empresarios, emprendedores y clientes tomar decisiones sobre cómo y cuándo llevar a cabo sus gestiones..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.PróximamenteCafetería.CoWork.</p>
",https://mut.cl/tiendas/work-cafe-santander/,https://www.instagram.com/santanderchile/?hl=es; https://www.facebook.com/WorkCafeSantanderChile/?locale=es_LA,L-S: 9:00 - 17:00  V: 9:00 - 14:00  D-S& F: Cerrado,www.workcafe.cl,https://www.workcafe.cl/,Nivel 1,,,,,Tienda
SNOG,"Quiénes somos.¿Qué es The Body Shop?.Cosmética cruelty free. Nació con la idea de que las empresas podían tener un impacto positivo en la sociedad y el planeta. Han mantenido su visión durante más de 40 años en los que han dedicado a romper las reglas, ser siempre sinceros y propiciar el cambio..¿Qué es SNOG?..Snog es para los que buscan lo extraordinario, con productos de diseño nacional, local y responsable. En su selección encontrarás marcas como Komono, Snog y Ucon Acrobatics, asegurando calidad y autenticidad en cada artículo que ofrecen..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.PróximamenteRopa.</p>
",https://mut.cl/tiendas/sno/,https://www.instagram.com/tiendasnog/; https://www.facebook.com/snogtienda,L-D: 10:00 - 20:00,www.tiendasnog.com,https://www.tiendasnog.com/,Nivel -1,,,,,Tienda
Proyecto Ensamble,"Quiénes somos.¿Qué es The Body Shop?.Cosmética cruelty free. Nació con la idea de que las empresas podían tener un impacto positivo en la sociedad y el planeta. Han mantenido su visión durante más de 40 años en los que han dedicado a romper las reglas, ser siempre sinceros y propiciar el cambio..¿Qué es Proyecto Ensamble?..Proyecto Ensamble fusiona educación y creatividad a través de objetos de papel ensamblables, disponibles en una variedad de formas, colores y diseños para todas las edades. Su objetivo principal es fomentar la resolución de problemas desde la creatividad, ofreciendo una alternativa a las actividades tecnológicas y brindando una experiencia de aprendizaje interactiva y divertida..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.PróximamenteJuguetería.Papelería.Tienda.</p>
",https://mut.cl/tiendas/proyecto-ensamble/,https://www.instagram.com/ensamble/?hl=es-la; https://www.facebook.com/proyectoensamble/?locale=es_LA,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,www.proyectoensamble.com,https://proyectoensamble.com/,Nivel -1,,,,,Tienda
Plaza Música,"Quiénes somos.¿Qué es The Body Shop?.Cosmética cruelty free. Nació con la idea de que las empresas podían tener un impacto positivo en la sociedad y el planeta. Han mantenido su visión durante más de 40 años en los que han dedicado a romper las reglas, ser siempre sinceros y propiciar el cambio..¿Qué es Plaza Música?..Plaza Música ofrece una experiencia musical única con su amplia colección de vinilos, CDs, tornamesas y accesorios. Es el lugar de encuentro de los músicos con su gente, ya saben que la junta es en plaza, donde todo está pasando..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.PróximamenteMúsica.Tienda.</p>
",https://mut.cl/tiendas/plaza-musica/,https://www.instagram.com/plazamusicacl/?hl=es; https://es-la.facebook.com/plazamusicacl/,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,www.plazamúsica.cl,https://www.plazamusica.cl/,Nivel -1,,,,,Tienda
